,listing_id,id,date,reviewer_id,reviewer_name,comments,sentiment,duration
72530,32382838,6.25131073889464e+17,2022-05-12,43215306.0,Cynthia Sandy,stig responsive internet seemed nice though never met apt clean well supplied despite good qualities paid 3 nights stay br br chosen stig place description view roof windows great towards bj rvika oslo fjord big part city imagined relaxing glass wine looking fjord city also imagined 15 minute walk area around train station many close businesses restaurants barcode new oslo bj rvika opera house middelalderparken ekeberg sculpture park much br br unfortunately windows basically skylights view sky 5 3 stand tiptoes see anything sky could see fjord partner 6 1 could get glimpse sat sky br br stayed 15 minutes debated significant cost changing emailed friend looked online booked room bondeheimen hotel price stig included elaborate smorgasbord breakfast elevator took 15 minute tram ride probably 35 minute walk back area central station munch opera house walked actual 5 minutes hotel passed eventually ate many wonderful restaurants ironically randomly given room 7th floor similar skylight windows could actually sit look windows urban rooftop view fjord view fun may restaurants near stig place see,0.962,3 nights
72534,32382838,6.353132291345187e+17,2022-05-26,38006429.0,Mike And Michelle,stayed stig ac place oslo 2 nights may 2022 perfect great apartment quick easy communication hosts would highly recommend stig ac fantastic hosts,0.9524,2 nights
72535,32382838,6.37420606604782e+17,2022-05-29,57288083.0,Anne Marie,w lovely stay apartment weekend perfect location walking distance oslo city centre safe quiet perfectly equipped self catering stay beds particularly comfortable bathroom everything need views apartment great even though need fit stairs top floor stop enjoyable weekend lovely local pizzeria walking distance skrenten fuglen coffee shop nice little place time friendly staff,0.9889,weekend
72551,32382838,6.853013672052321e+17,2022-08-03,74131341.0,Namju,stayed two nights great location 20mins walk center area tram comes often place ok pictures looked lot better actual place parents late 60s love walk stairs 5fl heavy bags go one time day lot stairs walk first night wanted cook pasta dinner flying pan scratched warped impossible use saw lot random leftovers guests coffee asked host gave us new pan coffee next day touring end use br overall location good place compare airbnb houses stayed trip worth paid care using kitchen sleeping airbnb ok,0.9705,two nights
72552,32382838,6.87493839728437e+17,2022-08-06,725065.0,Leital,apartment comfortable stay looking two separate bedrooms within convenient distance city center many amenities around except grocery store nice ideal want relative quiet dining social scene worked well family br notes caveat may helpful guests 5th floor walkup need ok lots stairs kitchen well stocked bathroom standing shower collects water floor need mindful using br light views apartment nice tram stop close also walked one day munch far br host ac communicative responsive,0.9643,one day
72556,32382838,7.005708775495441e+17,2022-08-24,323399702.0,Adamo,appartamento al quinto piano ubicato ridosso del centro con disponibilit fermata bus 100 metri per trasporto zona centrale raggiungibile tranquillamente anche piedi check effettuato celermente come da indicazioni del host ac appena arrivati abbiamo riscontrato una scarsa pulizia dell appartamento ed particolare della cucina poich non riuscivamo ad entrare contatto con il nostro host ac per oltre un ora eravamo procinto di cancellare la prenotazione e trovare altra soluzione hotel nel momento cui stavamo per andare via siamo stati contattati dal nostro host ac che prontamente si scusato e il giorno seguente ha disposto l intervento dell addetto delle pulizie risolvendo subito l inconveniente al di l di questo aspetto buona soluzione per una famiglia di quattro persone zona tranquilla con vista panoramica su oslo,0.34,zona
72559,32382838,7.099012760696425e+17,2022-09-06,2854332.0,Sam,great place great location lots stairs though br br loved place near 13 19 tram stop also little hiking path right behind building leads one best views city recommend taking morning night trail lighted night br kiwi store right across street basics tip meny better store stuff br br would definitely stay even stairs,0.9726,13 19
72565,32433536,6.584840099467228e+17,2022-06-27,37219819.0,Chaitanya,property away oslo away public transport br poor aircirculation studio br privacy property br water coming washroom br host expect cleaning without providing proper cleaning equipment vaccume cleaner br lack basic kitchen utility equipmemt br 2 bedsheet provided complete stay two month br terrible experience previous uncleaned dots marks floor claimed host damages refund br based several stay good experiences comparision recommend property stay face incorrect damages claims,-0.802,two month
72566,32440393,6.643360777515162e+17,2022-07-05,160112571.0,Jordan,stayed marina apartment nearly three weeks despite vacation entire stay communicative well organized generous accommodating travel disruptions difficulties marina excellent host would recommend staying apartment br br apartment advertised located close transit stops fitness center grocery store wonderful coffeeshop cocktail bar 10 min walk away neighbourhood safe quiet peaceful apartment clean met expectations guest room ample storage space small bed enough two us kitchen essential stay meals made apartment lacked utensils essentials used pose much problem finally apartment well priced amenities getting exceptional value plan stay norway budget may better place call home br br extremely grateful marina opening home us,0.9798,nearly three weeks
72608,32465637,617478991.0,2020-03-13,330213038.0,Quentin,host canceled reservation 5 days arrival automated posting,0.0,reservation 5 days
72610,32465637,767048379.0,2021-06-06,23678730.0,Daniel,family three two adults 4 year old boy lovely time hilde place,0.5859,4 year old
72612,32465637,5.911133727852376e+17,2022-03-26,35962903.0,Pam,hilde place wonderful fantastic view nice neighbors easy public transport really comfortable bed linens stayed two weeks work trip truly enjoyed time warmly recommend,0.9798,two weeks
72613,32465637,5.998406794470781e+17,2022-04-07,111154946.0,Ola,hilde place amazing even better view pictures seat watch oslo night day sun fog name communication hilde smooth even though thailand time apartment quite peacefull part oslo bus stop around corner take city center couple minutes definitely recommend,0.8658,night day
72621,32482629,424183353.0,2019-03-16,79386318.0,Rafael,flat everything need pleasant stay stylish space well connected area central oslo stayed 7 days highly recommended also nils responsive,0.8399,7 days
72630,32482629,471189649.0,2019-06-17,115387533.0,June,cosy clean apartment location perfect whole experience 10 10 would really recommend place others visiting oslo,0.8479,10 10
72651,32482629,633758960.0,2020-07-01,302733690.0,Helene,nils andre place cosy comfortable stylish nice place feel home staying one oslo better cozier neighbourhoods helpful since stay answered questions quickly lot way retreiving keys convenient everything apartment worked also gave good explanation beforehand beds comfy neighbourhood quiet nice located right next park perfect place take morning coffee recommended place friends family even hope able stay sometime stayed two full weeks,0.9799,two full weeks
72676,32482629,5.127879186222344e+17,2021-12-08,427773286.0,Mercedes,el apartamento es estupendo muy limpio nuevo con todo lo necesario en perfecto estado la ubicaci n es excelente con paradas de autobuses tranv solo unos minutos el barrio es muy bonito silencioso el parque que tiene al lado lo han disfrutado mis hijos much simo tiene supermercados cafeter muy cercanas la comunicaci n con nils ha sido inmejorable nuestra llegada fue de madrugada nils hab ya preparado con detalle la casa con calefacci n e indicaciones de nde poder encontrar comida esas horas br un placer viajar con anfitriones,0.5719,esas
72692,32498291,418029196.0,2019-03-01,148496606.0,Thibaut,host canceled reservation 45 days arrival automated posting,0.0,reservation 45 days
72701,32622653,496249459.0,2019-07-27,20630711.0,Wahaj,nice cozy apartment basic amenities well connected city could bit hot really warm summer since top floor recommended bring fan host quick response well,0.902,summer
72708,32622653,5.310025075003505e+17,2022-01-02,252808997.0,Dimitris,apartment everything someone would need day week nice time would except bit cleaner rather everything fine br recommended,0.7269,day week
72718,32649483,497225385.0,2019-07-28,224779497.0,Hassam,stayed almost month great guy great place everything walking distance highly recommend,0.8869,almost month
72864,32697230,6.99089316416715e+17,2022-08-22,67535353.0,Christiane,apartment really great location everything would need around corner easily walk city center kitchen equipment general style pretty minimalistic weekend couple days works fine also great made earlier check possible,0.945,weekend couple days
72937,32698167,6.004667787333825e+17,2022-04-08,35706511.0,Jamaldin,dear urban br br thank much everything br apartment perfect condition good location located nice quarter br come back oslo would try book flat br br best regards br br jamaldin,0.9565,nice quarter
72957,32698167,6.917850578794751e+17,2022-08-12,332299150.0,Meredith,stayed 3 nights clean well sized apartment excellent location gr nerl kka br sometimes excellent people stay laughing playing music big park west sofienbergparken good black curtains due unusual heat wave windows cracked brought sounds bring earplugs location multiple cafes easy access three trams inclined walk 47 minutes vigelandsparken modern bosch clothes washer helpful modern appliances dishware good closet dresser space bedroom would appreciate bathmat towel 1 kitchen towel curtain around shower 4th side beware escaping drops,0.9828,3 nights
72974,32708658,483974653.0,2019-07-08,176340278.0,Daniel,location place brilliant smack bang middle oslo however unfortunately small things expect looking listing firstly host meet guests need get keys corner shop road something bothered us would nice know would work days arrived especially seeing listing specifically states host would greet us show us around flat arrived apartment something left fridge gone also small load wet washing washing machine smelt though sitting week left apartment without kind welcome note leave great impression us regardless things still comfortable stay enjoyed time,0.9071,sitting week
72977,32708658,518228707.0,2019-08-26,22732161.0,Ashleigh,nils apartment great location tidy clean unfortunately issues check communication keys picked local 7eleven problem however given correct address therefore lead around block apartment building caused confusion wasted time time found 7eleven late ready get bed however trying collect keys found provided pick code messaged nils followed call shortly sent code overall check experience great br dishwashing liquid almost much also find tea towels difficult clean br lastly would good receive check instructions early day departure sure nils planning send later departing 10am request instructions 9 30am overall enjoyed stay nils apartment great however details could improved help stay run smoothly,0.9618,early day
73006,32722179,722971988.0,2021-01-09,87066710.0,Malcolm Taylor,fantastic stay fred place apartment well equipped duration month long stay well organized kitchen well stocked towels bed linens etc fred communicative flexible came picking apartment key apartment close proximity everything could need want visit oslo wonderful stay highly recommend fred place anyone visiting oslo area future,0.9485,month
73019,32722179,4.548838623609457e+17,2021-09-19,412290667.0,Marieke,spent 3 nights perfectly located super clean fully equipped apartment many things see waking distance host nice helpful everything,0.9468,3 nights
73028,32722179,6.0273466381191e+17,2022-04-11,49548673.0,Amanda,two bedroom apartment everything needed lovely stay city oslo kitchen well equipped nice coffee tea available first day long day travel beds comfortable apartment quiet despite close city amenities big windows give lots natural light balconies would inviting summer wifi speedy washer dry convenient enjoyed stay,0.959,first day long day
73031,32722179,6.128700380524685e+17,2022-04-25,192054272.0,Naomi,air bnb perfect weekend oslo location excellent 10 15 min walk centre main tourist sites well right next door lots great bars amazing microbrewery side street high still nice quiet apt check process easier simply collect keys seveneleven opposite actual apartment lovely beds super comfy including sofa bed slept really well necessary appliances including coffee machine heating hot water worked well without issues almost well lovely warm turn heating fred kind enough supply us extra towels could go sauna without using entire ryanair baggage allowance fred unbelievably helpful way planning holiday provided excellent travel advice recommendations cant thank enough helping making stay oslo brilliant recommending apartment friends would happily back heartbeat thank fred,0.9957,weekend
73048,32759171,418767977.0,2019-03-03,158524160.0,Oscar,host canceled reservation 8 days arrival automated posting,0.0,reservation 8 days
73050,32759171,479611012.0,2019-07-01,2367077.0,Giovanna,il monolocale di stein si trova un quartiere apparentemente periferico non lontano dal centro per raggiungerlo serve metro bus tram dal centro c ca 25 min e un quarto ora piedi passando davanti ad altri palazzi e ad un centro commerciale che pu essere utile stein un ragazzo molto gentile e risponde immediatamente alle richieste lo ringrazio per il check anticipato e per averci accompagnato macchina al check anche perch forse trovare l interno corretto non sarebbe stato cos semplice purtroppo il monolocale non stato pulito adeguatamente nella zona notte e non era pienamente attrezzato per cucinare autonomia suggerirei inoltre di cambiare il divano letto perch molto debole per due persone e piuttosto scomodo e di dedicare maggior tempo alla sistemazione della camera tra un ospite e l altro,-0.2732,zona
73079,32759171,4.838228573382286e+17,2021-10-29,93822454.0,Cecilia,stayed stein place 4 days good helpful carrying luggage said anything needed would let know everything great stay however bed comfortable works short stay br br overall 5,0.9201,4 days
73086,32773338,596555045.0,2020-01-23,114526861.0,Telmo,host canceled reservation 74 days arrival automated posting,0.0,reservation 74 days
73103,32780800,484024520.0,2019-07-08,64519813.0,Dan,spent 5 beautifull days lill house description accommodation charming artistic room perfect fit although close center many connections bus train transportation problem recommend go foot house downton oslo along river nice trip beautiful views lill husband great hosts bad could spend time together br many things see oslo visiting museums hiking nature strolling along sea shore boat trip simple staying bench near shore watching people passing br thank lill hospitality,0.9618,5 beautifull days
73118,32780800,4.52647243471385e+17,2021-09-16,26308648.0,Philippe,nous avons eu le bonheur tre les h tes de lill et website hidden airbnb nous avons v cu une r elle exp rience de partage et change nous voyagons assez souvent via airbnb avec l espoir avoir ce type de rencontre l objectif n est pas seulement avoir un logement mais galement de rencontrer et changer avec les personnes la maison est situ 25mn du centre dans un quartier tr calme et proche un grand lac la station de tramway se situe trois minutes pieds de la masion nous avons appr ci les nombreuses peintures et objets de coration r alis par stein et les souvenirs de leurs nombreux voyages autour du monde merci beaucoup lill et stein pour votre acceuil nous reviendrons philippe sylvie,0.4588,25mn
73158,32803557,443964152.0,2019-04-27,112840115.0,Dan,great month stay apartment perfect apartment perfect location wifi issue sorted become perfect base length stay great time thanks,0.9726,month
73168,32803557,555895913.0,2019-10-28,61431246.0,Alex & Annie,apartment something feel hotel suite kitchen serviced apartment additional sheets toilet roll etc available request br br living space large despite large dining table furnishings comfortable reasonably stylish kitchen things need bathroom nice washing machine bedroom little small side much storage space clothes br br location good short walk town centre shops restaurants nearby trams buses get afield br br internet issues first day resolved next morning return also noted previous reviewers little details missing like hooks doors front door plates forks knives etc br br checkin easy communication stay generally good swift responses team br br good short medium stay,0.9613,first day
73169,32803557,595434833.0,2020-01-20,318805401.0,Susan,appartment excellent needs simple good quality close tram stop short ride city centre 40ish min walk good local shops eateries day evening kitchen great self catering living area spacious great shower comfortable beds urban staff end e message time query appliance saturday evening answered minutes worry hassle avoided thank great service,0.9686,saturday
73182,32803557,5.309580934055322e+17,2022-01-02,432579418.0,Mari,nice place start new year,0.4215,new year
73187,32830567,533145250.0,2019-09-21,59200134.0,Jetta,stayed kevin apartment two nights able check quite late got town helpful kevin local tips posted apartment great lovely view comfortable bed central,0.9325,two nights
73199,32830567,6.498321804073356e+17,2022-06-15,26879718.0,Aaron,amazing location accurate clean mostly comfortable ac summer nice ocean breeze kept room cool windows open,0.9313,summer
73217,32916353,525729463.0,2019-09-08,178582988.0,Nora Graff,family two adults 3 year old stayed evelyn 5 weeks renovation home easy access mortensrud bus enjoyed able daily shopping rema 1000 bj rndal evelyn wonderful host welcoming kind apartment spacious us family three enjoyed large comfortable sofa bathrom nice especially since child happy stay evelyn,0.9827,3 year old
73241,32944733,633734052.0,2020-07-01,8785400.0,Gareth,nice calm spot quite private area apartment keeps cool summer heat keeps dry perfect wifi easy access beaches water explore malm ya great kitchen cooking easy communication hosts stress whatsoever,0.9531,summer
73242,32944733,753278827.0,2021-04-30,203351597.0,Dag-Erik,great host lovely island beautiful nature around short car trip city center br spent 3 months enjoyed really much,0.9442,3 months
73282,32954722,6.374535607861382e+17,2022-05-29,143767347.0,Eshan,great location comfortable line accommodating family went beyond contacted us beforehand information regarding 2 year old got really comfortable bed would highly recommend,0.9259,2 year old
73287,32954722,7.020235548786394e+17,2022-08-26,20622785.0,Claudia,two weeks stay line apartment happy location apartment host helpful good communication made things easy us really enjoyed stay definitely book,0.9575,two weeks
73309,32958866,468672655.0,2019-06-13,61834467.0,Tom,stopped sarah place one night flight home location excellent quiet area road botanical gardens 2 minute walk yen underground housed small shopping village restraunts shops say also within 20 30 minute walking distance centre oslo including central station sarah partner super friendly gave us great tips last day would definitely recommend,0.9595,last day
73311,32958866,472159075.0,2019-06-19,107496547.0,Irena,sarah place perfect sister explore oslo couple days bedroom bathroom really comfortable us cat hugo adorable walkable many sights oslo right across street beautiful botanical garden also lots restaurants cafes within 5 min walking distance sarah accommodating available help us whatever way possible,0.9524,couple days
73335,32958866,553926423.0,2019-10-25,117629579.0,Slobodanka,husband traveled oslo stayed 2 nights sarah place busy schedule spent much time apartment completely satisfied everything recommended,0.6318,2 nights
73390,32958866,4.990879258923015e+17,2021-11-19,159298947.0,Julian,lovely stay nice place great location close city center perfect weekend break sarah lovely helpful giving us recommendations areas visit places eat definitely worth,0.9799,weekend
73401,32958866,6.027263524638236e+17,2022-04-11,199510588.0,Emily,thank sarah enough hosting apartment made feel completely home important first solo travel trip sarah gave lots suggestions places go oslo truly made trip amazing recommend enough wait go back summer oh hugo boss massive cutie,0.9358,summer
73407,32958866,6.208575926043789e+17,2022-05-06,25417422.0,Marina,two wonderful days oslo br location perfect could visit everything foot br lots tipps sarah super fast answers br please note allergic friendly cat apartment br thanks us,0.9552,two wonderful days
73481,32980694,457462738.0,2019-05-24,163351888.0,Christine,alex responds really quickly super accommodating checking greeted us place midnight problem train delayed let us keep bags place half day check space great clean spacious large balcony free coffee also nice touch,0.939,half day
73552,32980694,564222272.0,2019-11-15,292180766.0,Cosmin,place central accessible clean br walls thin noisy travellers hear everything hosts silent discrete problems one br also stay winter two rooms quite far away radiator kitchen might cold br towels sheets kind old used clean,0.6597,winter two
73573,32980694,604453492.0,2020-02-11,63676972.0,Mark,stayed two nights oslo br room clean everything needed br alex friendly host recomment place,0.7096,two nights
73578,32980694,614449494.0,2020-03-05,88672092.0,Clement,stayed 3 nights alex everything described alex made could make stay comfortable,0.5106,3 nights
73617,32980694,4.120966076722749e+17,2021-07-22,18909241.0,Mohit,great location alex good host friendly responsive stayed two days enjoyed walking around oslo,0.9432,two days
73639,32983460,530867003.0,2019-09-16,127559819.0,Meike,boyfriend great weekend oslo staying kristin apartment kristin super nice easy reach check better th apartment beautiful everything heart desired even connections city center perfectly fine,0.9812,weekend
73653,33038765,427258666.0,2019-03-23,7496639.0,Becky,host canceled reservation 31 days arrival automated posting,0.0,reservation 31 days
73655,33038765,460892530.0,2019-05-30,101562103.0,Tatiana,thank lovely stay andreas husband along seven year old son loved location comfort place open spacious perfect place get together extended family oslo definitely look forward staying next time back oslo,0.959,seven year old
73687,33040905,7.143552618517783e+17,2022-09-12,468214443.0,David,stayed 10 days worked apartment right next bus stop buses come every 10 mins get centre centre get pretty much anywhere oslo using another bus metro get week pass public transport oslo zone 1 roughly 800 krone br br dedicated workspace okay however mainly worked sofa bed chairs quite uncomfortable seem like might break quite heavy br br eat prices expensive someone uk roughly 80 expensive however kitchen equipped everything need eat kiwi supermarket 5 minutes walk apartment everything need eat quality great br br mauro made check easy communicated every step required mauro great host br br sleeping apartment without issue bed comfortable apartment block quiet however sleep window open road next apartment noisy br br overall stay great would definitely stay visit oslo,0.9543,10 days
73695,33071796,487571025.0,2019-07-14,114201557.0,Francesca,house simply amazing sparkling clean amenities could need holiday nice balcony neighborhood simply fantastic restaurants bars nice view even many spots used urban beaches two elements made staying oslo simply unforgettable hope book place future,0.9702,holiday
73725,33071796,643270430.0,2020-07-27,162271442.0,Jannik,great stay oslo flat amazing stayed ragnhild apartment week clean communication perfect area nice would definitely book,0.9628,week
73729,33071796,654245287.0,2020-08-21,36419559.0,Samuel,great location perfect summer time right next water ragnhild great host,0.9169,summer
73747,33071796,6.874699169066916e+17,2022-08-06,263974157.0,Bella,would highly recommend apartment short 10 minute walk oslo central station close range supermarkets restaurants local swimming spots ragnhild detailed check instructions always willing answer questions great couple days oslo,0.7841,couple days
73765,33082439,477927681.0,2019-06-29,250865743.0,Katrin,lovely stay oslo two days vizma friendly kind person always question apartment clean comfortable would definetly come back,0.9468,two days
73821,33126468,518073839.0,2019-08-26,239476057.0,Gary,henning nice apartment suitable weekend oslo everything need apartment also good selection local bars restaurants supermarkets nearby found quite easy go central oslo tram bus hesitate use place definitely worth considering decide stay oslo thumbs,0.8858,weekend
73842,33155417,485144773.0,2019-07-10,36180595.0,Stefanie,perfect place explore oslo close subway quite area green nearby excellent host really liked stay vizma place two days,0.8883,two days
73918,33221514,4.685431882120811e+17,2021-10-08,19565000.0,Bjørn Tore,nice appartement spacious centrally placed gr nerl kka perfect family 4 nights oslo elevator building recommend families using pram,0.8402,4 nights
73939,33221514,5.77371683302896e+17,2022-03-07,57728779.0,Mariann,loved apartment every way clean spacious bright nice beds best part location gr nerl kka sofenbergparken right outside door br br future guest take consideration elevator tv issue us br br thing missed perhaps vacuum cleaner staying days kids especially might get bit dusty possibility vacuum would good also stay internet work told could use network rooms either extremely slow work br br great stay could come back,0.9719,days
73944,33221514,6.266169302022149e+17,2022-05-14,190414702.0,Lena,apartment great location restaurants shopping around corner br one know apartment top floor 5th floor elevator apartment bright spacious also minimalistic kitchen cupboards empty coffee maker egg cups wine glasses 2 people etc dust pan vacuum cleaner remove crumbs wardrobe jackets stated high chair childbed belonged equipment could find arrival 8 months old baby registered enough possibilities hang towels 4 people window bathroom cannot opened smaller bedroom smells cold cigarette smoke every evening 7 8 p even though windows closed br wifi work told use neighbors however reception weak actually use reading reviews seems long standing problem informed arrival day arrival working like really possible br 2 people weekend trip certainly sufficient would come back,0.7906,8 months old
73970,33225812,527232302.0,2019-09-10,278974949.0,Judit,el apartamento est genial un poco mas peque de lo que parece en las fotografiats per perfecto para una pareja est muy bien indicado por el amfitrion el apartamento torne de todo es muy limpio la zona muy agradable con bares restaurantes cerca,0.6249,zona
73977,33225812,551449728.0,2019-10-20,101827926.0,Grace,great days valentynas place excellent location sparkling clean rain shower underfloor heating godsend,0.9477,days
73981,33225812,562066991.0,2019-11-10,28084758.0,Silvie,great place stay two three nights visit oslo appartment clean und conveniently located cool part town many bars restaurants shops nearby might able cook elaborate dinners kitchen equipped essentials also flat hairdryer might want bring one along recommend staying,0.8979,two three nights
73985,33225812,575045857.0,2019-12-09,26945579.0,Aurore,tr bien pour un week end prolong br l appartement est bien quip il manque un che cheveux et du th caf pour le matin propre et calme br communication tr rapide avec l agence qui g les appartements br arriv e pratique gr ce la serrure lectronique et possibilit de laisser son bagage dans la consigne en bas non surveill br super quartier anim avec des bars et restaurants ainsi que proche de plusieurs parcs,0.5994,week end
74048,33225812,5.084880157120794e+17,2021-12-02,326043723.0,Sara Marielle Gaup,small apartment like size medium hotellrom small kitchen clean freezing cold arrived heaters winter extra towels coffee maker nothing could use wipe table bench easy check location great fix things mentioned next time could rent,0.8957,winter
74053,33225812,5.3826336638751565e+17,2022-01-12,64494976.0,Anna Lara,short 3 days lovely stay urban apartment communication easy precise answer promptly everything quickly arranged explained apartment comfortable fully equipped short stay heating arrived really nice freezing oslo winter evening bathroom enormous shower divine although would personally prefer kind dividing wall rest bathroom beds look comfortable really apartment faces backyard calm lovely little balcony use obviously weather surely looks inviting kitchen nicely equipped large dining table perfect microwave bother us kettle location excellent one walk city centre take tram bus stops short distance away river also short walk away numerous cafes restaurants surrounding streets well several supermarkets decent prices would definitely stay next time visit oslo,0.9923,3 days
74069,33225812,6.316254173781449e+17,2022-05-21,67292946.0,Linda,comfortable clean apartment perfect 3 day stay grunnerlokka,0.8658,3 day
74078,33225812,6.643426674446586e+17,2022-07-05,33774465.0,Sophie,fantastic location close transport links walkable distance lots areas room lovely basic clean modern br br things great stayed 7 days asked extra towels day 3 told us included price stated booking longer duration bring towels longer stays br br front door apartment block also lock door individual blocks work fine huge deal expect see people foyer sometimes,0.926,7 days
74080,33225812,6.737363493434166e+17,2022-07-18,22958954.0,Anna,practical place stay near city center good cooking br nice bathroom everything clean good short stay 2 3 nights,0.8834,2 3 nights
74089,33232425,431999229.0,2019-04-02,236384460.0,Pooja,host canceled reservation 17 days arrival automated posting,0.0,reservation 17 days
74114,33286290,6.577502824861189e+17,2022-06-26,186283244.0,Sondre,10 10 appartment br lovely stay one weekend oslo appartment spacy comfortable amazing place relax youre exploring city would absolutely recommend anyone looking place stay oslo nora friendly helpful good quality host,0.9764,one weekend
74120,33306960,446500952.0,2019-05-01,191926734.0,Inger-Victoria,host canceled reservation day arrival automated posting,0.0,reservation day
74127,33306960,638892765.0,2020-07-17,86639094.0,Norma,beautiful department perfect location daughters loved rooftop pool would love stay next summer,0.9493,next summer
74186,33342556,7.02716446549534e+17,2022-08-27,243742651.0,Haris,helpful owner ideal budget apartment oslo suburbs beautiful balcony 15 minutes away metro center 5minutes bus station additional abvantage free parking place building,0.9246,5minutes
74193,33350426,499178965.0,2019-07-31,21871451.0,Ulrich,family spent wonderful week amazing flat oslo enjoyed time much really felt home oliver wonderful friendly helpul person pleasure meet wife flat great located equipped really everything need enjoyed sitting lovely terrace spent evenings would really like come back highly recommend flat thank oliver,0.9912,week
74200,33350426,6.178719835174822e+17,2022-05-02,449386716.0,Maarten,stay 2 nights 4 person appartment everything good bathroom beds kitchen also garden environment felt home come back oslo going appartment,0.4404,2 nights
74212,33442158,431879323.0,2019-04-02,246961790.0,Jose,host canceled reservation 3 days arrival automated posting,0.0,reservation 3 days
74216,33442158,506906867.0,2019-08-11,207507203.0,Emily,stayed two weeks attend course happy time beautiful place aline ketil excellent hosts situated right next subway stop city centre incredibly close apartment welcoming warm excellent access local shops would definitely recommend,0.9721,two weeks
74237,33448321,518428967.0,2019-08-26,45687820.0,Daniel,host canceled reservation 11 days arrival automated posting,0.0,reservation 11 days
74241,33464672,530045285.0,2019-09-15,11385911.0,Jacob,clean perfect place lives promises super central short walk central station windows large sunny private quiet everything went smoothly cannot complain br besides perfectness also reason doubt one actually lives people met stairs front building seems house turned year airbnb apartments whether tendency good bad discuss affect atmosphere apartment become less personal like hotel looks works bit like home actually prefer hotel,0.9689,year
74249,33464672,4.9540565535811546e+17,2021-11-14,18250149.0,Millie,stay oslo perfect apartment exactly photos show great base explore oslo foot location spot communication hilde stay easy friendly thing could improved tea coffee offered especially staying couple days saves buy coffee pods coffee machine would definitely recommend staying,0.969,couple days
74260,33468015,6.42505143451874e+17,2022-06-05,189186997.0,Lina,stay like local ensjo fantastic location 3 stops city centre get 15 mins loved close action 3 supermarkets within 3 mins walk br br flat great clean bright everything well maintained loved going walks neighbourhood even walk town one days oslo beautiful br br would happily return city flat br br thank making stay easy ketil,0.9891,one days
74276,33488379,702027948.0,2020-10-19,203776490.0,Viacheslav,nice cosy apartments calm area facilities big kitchen double bed nice balcony stayed several weeks woud like stay future positive emotions,0.9186,several weeks
74295,33488379,6.13568339219908e+17,2022-04-26,453507375.0,Ayoub,nice journey beautiful cozy house calme far sentrum 20min bus tram station steps go oslo yuanxin happy recieve youu,0.886,20min
74309,33501667,502968529.0,2019-08-05,25325108.0,Kristin,anna place located neighborhood nearby downtown convenient walk coffee shops grocery stores restaurants nearby without deal crowds downtown downtown 20 minute walk away place close train station bus lines trolleys loved staying place felt comfortable cozy clean stylish loved decor furniture space huge windows ton lighting everything perfect 3 day stay oslo,0.9628,3 day
74353,33542552,6.998513570372416e+17,2022-08-23,12083262.0,James,marianne place quant view adore weather need quick place crash weekend longer stay perfect everything need metro line 10 min walk hill super easy connections central oslo exploring town br communication next level everything clean tidy ready stay br catching sunset certainly bonus,0.9702,weekend
74355,33545330,641059529.0,2020-07-22,183354329.0,Astrid,stayed ronnie apartment 6 nights really nice child friendly apartment central vigeland park apartment clean tidy equipment needed pleasant stay,0.911,6 nights
74380,33615228,540822826.0,2019-10-04,65938474.0,Nick,irene christina perfect host share beautifully designed apartment ideal place relax long days work sightseeing around oslo local area smart many high quality shops tasty cafe bars restaurants also easy access foot downtown harbour shopping districts eclectic design chic style homely comfort best way feel welcome share real sense lifestyle norway amazing capital,0.9893,long days
74391,33615228,4.8530485629214624e+17,2021-10-31,31496773.0,Anastasia,nice apartment photos br close enough center quite area br 2 points meet single person 3 days like escape room sorts good thing love also room either cold stuffy able comfortable temperature solved bit communication,0.9552,3 days
74397,33615228,5.1571038557548915e+17,2021-12-12,20629080.0,Cristian,apartment piece art stylish white floors statues big mirrors bathroom comfortable bed bedroom desk facing window irene christina oscar helpful accommodating grateful br br apartment 10 minutes walking distance royal palace 30 minutes central train station pleasant neighborhood enjoyed staying sorry stayed 2 nights,0.9371,2 nights
74399,33615228,6.323907096578495e+17,2022-05-22,211084419.0,Ankita,irene airbnb best oslo get better hosts irene oscar take someone lived literally several weeks straight two years apart consistently extremely fun generous caring always accommodating many changes travel plans odd check hours storing things away momentarily away pleasure stationed irene home exactly home plus irene oscar people love know life hosts terrific people would recommend home anyone day,0.9846,several weeks
74423,33625949,5.6786977911604685e+17,2022-02-22,422554395.0,Mengmeng,spacious bright apartment lucky lot sunny days stay could enjoy bright sunlight shone windows bringing feeling laziness warmth different heating apartment clean cozy equipped everything may need great week longer stay br location apartment center city public transportation easy access three grocery stores almost next within 5 8 minutes walk making daily shopping convenient br detailed check guide created simen karolina helpful made easy use enjoy facilities apartment without asking questions nonetheless easy communicate responsive welcoming considering price spaciousness really good value would highly recommend,0.9945,daily
74427,33625949,5.874955685109416e+17,2022-03-21,259939852.0,Hleb,spent apartment 2 weeks everything great br br location nice place close bus station everything need br check perfect followed instructions got apartment easily br communication host perfect,0.9493,2 weeks
74428,33625949,5.990505841902502e+17,2022-04-06,119202095.0,Maria,leaving apartment 2 half weeks really enjoy spacious one person office room leaving room bedroom nice coffee maker start morning big refrigerator apartment close river walk exercise see many people walking jogging apartment close shopping center nice restaurants baker store would like stay come oslo,0.8908,2 half weeks
